"Account_status" "Duration" "Credit_history" "Purpose" "Amount" "Savings" "Employment" "Installment_rate" "Guarantors" "Resident_since" "Property" "Age" "Other_plans" "Housing" "Num_credits" "Job" "People_maintenance" "Phone" "Foreign" "BAD" "Female" "probability" "predicted"
"105" "no checking account" 12 "existing credits paid back duly till now" "car (used)" 2445 "unknown / no savings account" "< 1 year" 2 "none" 4 "car or other" 26 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.06349206 0
"106" "0 < ... <  200 DM" 24 "critical account / other credits existing (not at this bank)" "others" 11938 "< 100 DM" "1  <= ... < 4 years" 2 "co-applicant" 3 "car or other" 39 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 2 "yes, registered under the customers name" "yes" "BAD" "Female" 0.54054054 1
"107" "no checking account" 18 "all credits at this bank paid back duly" "car (new)" 6458 "< 100 DM" ">= 7 years" 2 "none" 4 "unknown / no property" 39 "bank" "A152" 2 "management / self-employed / highly qualified employee / officer" 2 "yes, registered under the customers name" "yes" "BAD" "Female" 0.36216216 0
"108" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "car (new)" 6078 "< 100 DM" "4  <= ... < 7 years" 2 "none" 2 "car or other" 32 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.4742268 0
"109" "< 0 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 7721 "unknown / no savings account" "< 1 year" 1 "none" 2 "building society savings agreement / life insurance" 30 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "no" "GOOD" "Male" 0.53233831 1
"110" "0 < ... <  200 DM" 14 "existing credits paid back duly till now" "business" 1410 "500 <= ... < 1000 DM" ">= 7 years" 1 "none" 2 "real estate" 35 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.12690355 0
"111" "0 < ... <  200 DM" 6 "delay in paying off in the past" "business" 1449 "100 <= ... <  500 DM" ">= 7 years" 1 "none" 2 "car or other" 31 "bank" "A152" 2 "skilled employee / official" 2 "none" "yes" "GOOD" "Female" 0.25698324 0
"112" ">= 200 DM" 15 "existing credits paid back duly till now" "education" 392 "< 100 DM" "< 1 year" 4 "none" 4 "building society savings agreement / life insurance" 23 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.35911602 0
"113" "0 < ... <  200 DM" 18 "existing credits paid back duly till now" "car (new)" 6260 "< 100 DM" "4  <= ... < 7 years" 3 "none" 3 "real estate" 28 "none" "A151" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.45698925 0
"114" "no checking account" 36 "critical account / other credits existing (not at this bank)" "car (new)" 7855 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "real estate" 25 "stores" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.33714286 0
"115" "< 0 DM" 12 "existing credits paid back duly till now" "radio / television" 1680 "500 <= ... < 1000 DM" ">= 7 years" 3 "none" 1 "real estate" 35 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.22279793 0
"116" "no checking account" 48 "critical account / other credits existing (not at this bank)" "radio / television" 3578 "unknown / no savings account" ">= 7 years" 4 "none" 1 "real estate" 47 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.12068966 0
"117" "< 0 DM" 42 "existing credits paid back duly till now" "radio / television" 7174 "unknown / no savings account" "4  <= ... < 7 years" 4 "none" 3 "car or other" 30 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.3 0
"118" "< 0 DM" 10 "critical account / other credits existing (not at this bank)" "furniture / equipment" 2132 "unknown / no savings account" "< 1 year" 2 "co-applicant" 3 "real estate" 27 "none" "A151" 2 "skilled employee / official" 1 "none" "no" "GOOD" "Male" 0.28658537 0
"119" "< 0 DM" 33 "critical account / other credits existing (not at this bank)" "furniture / equipment" 4281 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 1 "none" 4 "car or other" 23 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.31460674 0
"120" "0 < ... <  200 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 2366 "500 <= ... < 1000 DM" "4  <= ... < 7 years" 3 "none" 3 "car or other" 36 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.14835165 0
"121" "< 0 DM" 21 "existing credits paid back duly till now" "radio / television" 1835 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "real estate" 25 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.52717391 1
"122" "no checking account" 24 "critical account / other credits existing (not at this bank)" "car (used)" 3868 "< 100 DM" ">= 7 years" 4 "none" 2 "car or other" 41 "none" "A151" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.08648649 0
"123" "no checking account" 12 "existing credits paid back duly till now" "furniture / equipment" 1768 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "real estate" 24 "none" "A151" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.21319797 0
"124" ">= 200 DM" 10 "critical account / other credits existing (not at this bank)" "car (new)" 781 "< 100 DM" ">= 7 years" 4 "none" 4 "unknown / no property" 63 "none" "A153" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.26815642 0
"125" "0 < ... <  200 DM" 18 "existing credits paid back duly till now" "furniture / equipment" 1924 "unknown / no savings account" "< 1 year" 4 "none" 3 "real estate" 27 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.21472393 0
"126" "< 0 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 2121 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "building society savings agreement / life insurance" 30 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.3989899 0
"127" "< 0 DM" 12 "existing credits paid back duly till now" "radio / television" 701 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "real estate" 40 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.43406593 0
"128" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "repairs" 639 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 30 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.41420118 0
"129" "0 < ... <  200 DM" 12 "critical account / other credits existing (not at this bank)" "car (used)" 1860 "< 100 DM" "unemployed" 4 "none" 2 "car or other" 34 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.2513369 0
"130" "< 0 DM" 12 "critical account / other credits existing (not at this bank)" "car (new)" 3499 "< 100 DM" "1  <= ... < 4 years" 3 "co-applicant" 2 "real estate" 29 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.22988506 0
"131" "0 < ... <  200 DM" 48 "existing credits paid back duly till now" "car (new)" 8487 "unknown / no savings account" "4  <= ... < 7 years" 1 "none" 2 "car or other" 24 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.50253807 1
"132" "< 0 DM" 36 "delay in paying off in the past" "education" 6887 "< 100 DM" "1  <= ... < 4 years" 4 "none" 3 "building society savings agreement / life insurance" 29 "stores" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.65306122 1
"133" "no checking account" 15 "existing credits paid back duly till now" "furniture / equipment" 2708 "< 100 DM" "< 1 year" 2 "none" 3 "building society savings agreement / life insurance" 27 "bank" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.28342246 0
"134" "no checking account" 18 "existing credits paid back duly till now" "furniture / equipment" 1984 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "unknown / no property" 47 "bank" "A153" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.28723404 0
"135" "no checking account" 60 "existing credits paid back duly till now" "radio / television" 10144 "100 <= ... <  500 DM" "4  <= ... < 7 years" 2 "none" 4 "real estate" 21 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.41968912 0
"136" "no checking account" 12 "critical account / other credits existing (not at this bank)" "radio / television" 1240 "unknown / no savings account" ">= 7 years" 4 "none" 2 "real estate" 38 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.04469274 0
"137" "no checking account" 27 "delay in paying off in the past" "car (used)" 8613 ">= 1000 DM" "1  <= ... < 4 years" 2 "none" 2 "car or other" 27 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.13690476 0
"138" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "radio / television" 766 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 4 "none" 3 "real estate" 66 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.13471503 0
"139" "0 < ... <  200 DM" 15 "critical account / other credits existing (not at this bank)" "radio / television" 2728 "unknown / no savings account" "4  <= ... < 7 years" 4 "guarantor" 2 "real estate" 35 "bank" "A152" 3 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.19883041 0
"140" ">= 200 DM" 12 "existing credits paid back duly till now" "radio / television" 1881 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "car or other" 44 "none" "A151" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.20689655 0
"141" ">= 200 DM" 6 "existing credits paid back duly till now" "car (new)" 709 ">= 1000 DM" "< 1 year" 2 "none" 2 "real estate" 27 "none" "A152" 1 "unemployed / unskilled  - non-resident" 1 "none" "no" "GOOD" "Female" 0.17486339 0
"142" "0 < ... <  200 DM" 36 "existing credits paid back duly till now" "radio / television" 4795 "< 100 DM" "< 1 year" 4 "none" 1 "unknown / no property" 30 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.57216495 1
"143" "< 0 DM" 27 "existing credits paid back duly till now" "radio / television" 3416 "< 100 DM" "1  <= ... < 4 years" 3 "none" 2 "car or other" 27 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "none" "yes" "GOOD" "Female" 0.42424242 0
"144" "< 0 DM" 18 "existing credits paid back duly till now" "furniture / equipment" 2462 "< 100 DM" "1  <= ... < 4 years" 2 "none" 2 "car or other" 22 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.37433155 0
"145" "no checking account" 21 "critical account / other credits existing (not at this bank)" "furniture / equipment" 2288 "< 100 DM" "< 1 year" 4 "none" 4 "building society savings agreement / life insurance" 23 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.27368421 0
"146" "0 < ... <  200 DM" 48 "all credits at this bank paid back duly" "business" 3566 "100 <= ... <  500 DM" "4  <= ... < 7 years" 4 "none" 2 "car or other" 30 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.61538462 1
"147" "< 0 DM" 6 "critical account / other credits existing (not at this bank)" "car (new)" 860 "< 100 DM" ">= 7 years" 1 "none" 4 "unknown / no property" 39 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.38547486 0
"148" "no checking account" 12 "critical account / other credits existing (not at this bank)" "car (new)" 682 "100 <= ... <  500 DM" "4  <= ... < 7 years" 4 "none" 3 "car or other" 51 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.05405405 0
"149" "< 0 DM" 36 "critical account / other credits existing (not at this bank)" "furniture / equipment" 5371 "< 100 DM" "1  <= ... < 4 years" 3 "guarantor" 2 "building society savings agreement / life insurance" 28 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.44827586 0
"150" "no checking account" 18 "critical account / other credits existing (not at this bank)" "radio / television" 1582 ">= 1000 DM" ">= 7 years" 4 "none" 4 "car or other" 46 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.03030303 0
"151" "no checking account" 6 "existing credits paid back duly till now" "radio / television" 1346 "100 <= ... <  500 DM" ">= 7 years" 2 "none" 4 "unknown / no property" 42 "bank" "A153" 1 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.20320856 0
"152" "no checking account" 10 "existing credits paid back duly till now" "radio / television" 1924 "< 100 DM" "1  <= ... < 4 years" 1 "none" 4 "building society savings agreement / life insurance" 38 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "no" "GOOD" "Female" 0.04278075 0
"153" ">= 200 DM" 36 "existing credits paid back duly till now" "radio / television" 5848 "< 100 DM" "1  <= ... < 4 years" 4 "none" 1 "car or other" 24 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.41578947 0
"154" "0 < ... <  200 DM" 24 "critical account / other credits existing (not at this bank)" "car (used)" 7758 ">= 1000 DM" ">= 7 years" 2 "none" 4 "unknown / no property" 29 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.29310345 0
"155" "0 < ... <  200 DM" 24 "delay in paying off in the past" "business" 6967 "100 <= ... <  500 DM" "4  <= ... < 7 years" 4 "none" 4 "car or other" 36 "none" "A151" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.34020619 0
"156" "< 0 DM" 12 "existing credits paid back duly till now" "furniture / equipment" 1282 "< 100 DM" "1  <= ... < 4 years" 2 "none" 4 "car or other" 20 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.49456522 0
"157" "< 0 DM" 9 "critical account / other credits existing (not at this bank)" "repairs" 1288 "100 <= ... <  500 DM" ">= 7 years" 3 "guarantor" 4 "real estate" 48 "none" "A152" 2 "skilled employee / official" 2 "none" "no" "GOOD" "Female" 0.13714286 0
"158" "< 0 DM" 12 "all credits at this bank paid back duly" "retrainin" 339 "< 100 DM" ">= 7 years" 4 "none" 1 "car or other" 45 "bank" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.50253807 1
"159" "0 < ... <  200 DM" 24 "existing credits paid back duly till now" "car (new)" 3512 "100 <= ... <  500 DM" "4  <= ... < 7 years" 2 "none" 3 "car or other" 38 "bank" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.38586957 0
"160" "no checking account" 6 "critical account / other credits existing (not at this bank)" "radio / television" 1898 "unknown / no savings account" "1  <= ... < 4 years" 1 "none" 2 "real estate" 34 "none" "A152" 2 "unskilled - resident" 2 "none" "yes" "GOOD" "Female" 0.02673797 0
"161" "no checking account" 24 "critical account / other credits existing (not at this bank)" "radio / television" 2872 "100 <= ... <  500 DM" ">= 7 years" 3 "none" 4 "real estate" 36 "none" "A152" 1 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.03191489 0
